Tweet,Traduzido,Sentiment
mil pessoas na paulista milhares pelo brasil milhares de cartazes e faixas em prol da reforma da previdencia mp coaf com sergio moro e vc mostra esta faixa beira o mau caratismo lixo lixo de midia bolsonaro,a thousand people in paulista thousands in brazil thousands of posters and tracks for the reform of social security mp coaf with sergio moro and you show this track border the bad bolsonaro garbage trash bolsonaro garbage,-0.33333333333333326
a aprovacao de reforma justa da previdencia e uma necessidade do brasil rodrigo maia nao deixe nosso pais quebrar,the approval of fair reform of the social security and a necessity of brazil rodrigo maia do not let our country break,0.36666666666666664
caro presidente ja passou da hora de virar a pagina e seguir em frente foco no que importa reforma da previdencia so pra comecar,dear president has passed the time to turn the page and move on focus on what matters to reform the social security just to start,0.03333333333333333
argumentos para voce derrubar as falacias contra a reforma da previdencia,arguments for you to overthrow the spestling against the reform of social security,0.03333333333333333
ser contra o que estao roubando sim reformadaprevidencia,be against what they are stealing yes renovated prevalence,0.0
com reforma da previdencia brasil deslanchara diz bolsonaro,with reform of the brazil desalchara social security says bolsonaro,0.03333333333333333
pln aprovada agora foco na reforma da previdencia,pln approved now focus on social security reform,0.03333333333333333
o povo n quer intervencao aqui deixo o pq q brasileiros e mtos portugueses q residem aqui vao as ruas heartsvotacao nominal da mp heartsreforma da previdencia conforme min paulo guedes heartspacote anti crime conforme min sergio moro heartslava toga a imprensa esta toda contra,the people do not want to intervene here i leave the brazilian and portuguese that reside here will go to the streets nominal heartsreforma of the social security as min,0.03333333333333333
aprovem logo a porra da reforma da previdencia caralho esse dolar tem q abaixar,approve the fucking fucking fucking social security this dollar has to lower,0.03333333333333333
reformadaprevidencia e umas das importantes reformas pra q o br volte a crescer e ter investimentos mas se nos nao nos mobilizarmos e cobramos os politicos a reforma nao acontecera pois os canalhas de plantao nao querem discutir o texto e dar solucao querem boicotar o brasil,reformed previdence and one of the important reforms for br to grow and have investments but if we do not mobilize and we charge the politicians the reform will not happen because planting scoundrels do not want to discuss the text and give solution want to boycott brazil,0.4
atencao rodrigomaia o povo quer a reforma da previdencia ja euapoionovaprevidencia,attendance rodrigomaia the people want the reform of social security forpionevaparvidencia,0.03333333333333333
o brasil precisa urgente da reforma da previdencia e aprovacao da lei anticrime de sergio moro mesmo sabendo que tem muitos que vao lutar contra isso torcendo por um brasil pior mas tenho certeza que o povo de bem vai vencer essa luta,brazil urgently needs social security reform and approval of sergio moros anti criminal law even knowing that there are many who will fight it by cheering for a worse brazil but i am sure that the people of good will win this fight,0.24761904761904763
quem e contra a reforma da previdencia nao a leu,who and against the reform of the social security did not read it,0.03333333333333333
se o presidente fosse o haddad como estaria o brasil certamente pior entao temos que ter mais paciencia ate porque as alternativas para resolver as mazelas sao duras e impopulares a comecar pela reforma da previdencia,if the president were haddad as brazil would certainly be worse then we have to have more patience even because the alternatives to resolve the ills are harsh and unpopular to start with the reform of social security,-0.016666666666666677
enquanto tem pautas muito mais importante p aprovacao tipo a reforma da previdencia as medidas contra corrupcao mas a bosta do nho nho q a merda da metade do congresso o elegeu fica la engavetado tudo p o bem deles e o povao e q espere sua vez,while there are much more important guidelines for the approval of prevention of prevention the measures against corruption but the shit of the nho q the shit half of the congress the elected is shelved all of their good,0.1722222222222222
quem esta contra a reforma da previdencia proposta pelo min paulo guedes esta indo contra o brasil novaprevidencia reformadaprevidenciaja novaprevidenciaumtrilhao,who is against the reform of the forecast proposed by min paulo guedes is going against brazil novaprevidencia reformed prevalence,0.0
caro deputado jose ricardo a aprovacao da reforma da previdencia e importantissima para brasil sem ela todos nos sucumbiremos apelamos dep jose ricardo ptam aprove a nova previdencia o brasil nao pode esperar zericardoam mapadaprevidencia,dear deputy jose ricardo the approval of the social security reform and importantism to brazil without her we will all succumb to jose ricardo ptam taking the new previdencia brazil cannot wait,0.08484848484848484
guedes fala dos privilegios que o congresso quer manter queremos a reforma da previdencia do paulo guedes e nao aaa dos politicos reformadeumtrilhao,guedes talks about the privileges that congress wants to keep we want the reform of paulo guedess social security and not the politicians reform of the,0.11666666666666667
esse livro de ecotecnicas que eu tenho desde os anos ensina coisas como encontrar agua no deserto erguer uma casa com palmeira construir uma bomba de batimento nos em cipos fabricacao de tijolo adobe e pode ser muito util caso a reforma da previdencia nao seja aprovada,this book of ecothochnics i have since the years has taught things like finding water in the desert lift a house with palm tree build a beat pump in the adobe brick manufacturing and can be very useful if the social security reform is not approved,0.21166666666666667
se estamos dependendo da reforma da previdencia para o pais andar pq esta demorando tanto para os deputados se manifestar,if we are depending on the reform of the social security for the country to walk because it is taking so long for the deputies to speak out,-0.008333333333333335
refutar a nova previdencia querer o toma la da ca amigos caneta e papel nas maos anotando o nome de quem nao colaborar nos exigimos sim a aprovacao da reforma da previdencia na ccj amanha brasilexigereformaccj nao quero o futuro da miseria,refuting the new social security will want to take it from the friends pen and paper in the hands noting the name of those who do not collaborate we require the approval of the social security reform in the ccj tomorrow brazilianxigereformaccj i do not want the future of misery,0.05075757575757575
euapoioleianticrime e a reforma da previdencia stfnaovainoscalar,usapoioleianticrime and the reform of stfnaovainoscalar prevention,0.0
esse presidente da oab esta contra a evolucao do brasil ele e partidario da velha politica e contra a reforma da previdencia e pacote anticrime,this president of the oab is against the evolution of brazil he is the old politics and against the reform of the anti crime social security,0.06666666666666667
para os que sao contrarios a reforma da previdencia agora e so assistirmos ao que vai acontecer com o estado de maranhao pobres dos nossos irmaos,for those who are contrary to the reform of social security now and we only watch what will happen to the state of maranhao poor from our brothers,-0.12222222222222223
senador davialcolumbre vamos colocar a reforma da previdencia em votacao o povo nao aguenta mais o senador carlos viana esta certo falar sobre o fundao agora e inadmissivel senadoaproveaprevidencia,senator davialcolumbre lets put the previdency reform in voting the people can no longer take senator carlos viana this right to talk about the foundation now and inadmissible senadoaproverevidencia,0.2857142857142857
eu queria o alkmin mas tive q ser pragmatico e votei no bolsonaro p acabar c a bandidagem d verdadeinclusive os de menor e principalmente a reforma da previdencia queimar floresta e coisa de homens maus e mal intencionados q pretendem pagar propina ou campanha politica,i wanted alkmin but i had to be pragmatatic and voted for bolsonaro to end the banditry of the smaller ones and especially the reform of the forecast burn forest and a thing of bad and malicious men who intend to pay bribes or campaign,-0.23333333333333328
flaviodino entao governador vai foder o resto do pais so por causa da sua estupidez ou vai fazer o que e certo e apoiar a reforma da previdencia,flaviodino then governor will fuck the rest of the country only because of his stupidity or will do what is right and support the previdency reform,-0.17857142857142858
e vai arrumar a economia como rapaz com um stf aparelhado ou vc nao viu o gilmar mendes enterrar a pedido do rede a portaria do pr que revogava a obrigatoriedade de balanco em jornal com esse stf nao vamos conseguir arrumar nada e ate a reforma da previdencia vai parar la,and it will fix the economy as a boy with an stf equipped or you have not seen gilmar mendes bury at the request of the network the order that revoked the obligation of balanco in the newspaper with this stf we will not be able to fix anything and until the social security reform will stop there,0.26666666666666666
atacado pqp cobrar o pacote de seguranca do moro e a reforma da previdencia virou ataque se os politicos dos tempos atuais nao sabem conviver com cobrancas que abandonem a politica agora tudo chamam de ataque sai pra la com esse papo de esquerdista vitimista,wholesale pqp charging moros security package and social security reform has become attack if todays politicians cant live with charges that abandon policy now everything calls the attack leaves with this downtime chat,0.08484848484848484
boa entrevista porem deverseia insistir tambem na imediata reforma da previdencia dos militares e a obrigatoriedade de realizacao de auditorias nos rppss,good interview but it should also insist on the immediate reform of the militarys previdacy and the obligation to perform audits in rppss,0.7
traidores sao eles que se elegeram as custas do povo e na onda do bolsonaro mas n querem pagar o preco querem que so o povo prove o remedio amargo esse remedio e para todos reformadeumtrilhao reformadaprevidencia anticrimevotesim,traitors they are the ones who have elected the costs of the people and on the wave of bolsonaro but they dont want to pay the price they want the people to prove the bitter medicine,-0.1
estamos de olho se continuar com esse tom criticando quem quer mudar nosso pais nunca mais sera eleito a reforma da previdencia tem que ser votada na integra,we are keeping an eye on if it continues with this tone criticizing who wants to change our country will never be elected the reform of social security has to be voted in full,0.19444444444444442
nao fazer uma reforma da previdencia responsavel e alimentar o socialismo,do not make a reform of the social security and feed socialism,0.03333333333333333
preciso fazer uma nota de parabens aos profissionais da radiojovempan jovempannews por publicamente fazerem um ato de coragem ao se posicionar a reforma da previdencia do governo de jairbolsonaro ao contrario da grande maioria da imprensa voces sao corajosos e exemplares,i need to make a parabens note to radiojovempan jovempannews professionals to publicly make an act of courage in positioning the reform of the jairbolsonaro governments previdacy unlike the vast majority of the press you are brave and exemplary,0.26666666666666666
so sairei da loucura quando for aprovada a reforma da previdencia,i will only get out of madness when the social security reform is approved,0.016666666666666666
rodrigomaia vc deveria era criar vergonha na cara de deixar de ser covarde com o povo brasileiro e cuidar em aprovar a reforma da previdencia que o presidente jairbolsonaro encaminhou para camara,rodrigomaia you should be shame in the face of stop being cowardly with the brazilian people and take care of approving the reform of the social security that president jairbolsonaro referred to camara,0.03333333333333333
a pagina politica de verdade entrou na campanha junto com o vem pra rua brasil vamos precionar nossos deputados pela aprovacao da reforma da previdencia entre e faca sua,the real political page entered the campaign along with vem to rua brasil we will precede our deputies for the approval of the pension reform between and knife,0.0
de novo quem sabe de economia sabe que no primeiro momento a reforma da previdencia vai encolher os recursos do estado pra daqui ha uns anos comecar a fazer efeito e ela sozinha nao faz milagre precisa de um conjunto de acoes e politicas publicas pra dar certo,again who knows economics knows that at first the reform of social security will shrink the states resources for a few years to start to do it and she alone does not miraculously need a set of public stores and policies to work out,0.02083333333333333
sem a reforma da previdencia o brasil virara um imenso rj ai nao porra vamo reforma essa merda logo,without the reform of social security brazil had become a huge rj there is no fucking reform this shit soon,0.13333333333333336
caro ass acho bom voce ser esteril e nao ter filhos pq sendo contra a reforma da previdencia seus descendentes estao lascados,dear watch i think its good for you to be sterile and have no children because it is against the reform of the security your descendants are chipped,0.7
se e para fazer que faca de uma unica vez a reforma da previdencia com o objetivo de obter trilhao conforme descrito pelo mineconomia assim todos sofrem ja e poderemos fazer a capitalizacaocont,if and to make a unique phase of the social security for the purpose of obtaining a trail as described by mineconomy so everyone suffers and we can do the capitalization ofcont,-0.06388888888888888
reforma da previdencia ja,ja prevention reform,0.0
concordo pacoteanticrimedemoro urgente tambem e a reforma da previdencia de guedes,i agree to the urgent packet,0.0
vc esqueceu de mencionar a reforma da previdencia pacote anti crime varios decretos seja imparcial por gentileza acompanhe o que os ministros escolhidos por ele estao fazendo pelo jeito vc e mais um que so acompanha pela midia esquerdista lamentavel,you forgot to mention the reform of the anti crime package several decrees is impartial by kindness follow what the ministers chosen by him are doing by the way you and one more accompanying by the regretful left media,0.16666666666666666
ao tomar conhecimento das ultimas opinioes da deputada por um momento me questionei e a mesma pessoa sim e pensemos a reforma da previdencia e imprescindivel e deve acontecer entao mais dias ou menos dias veremos a incoerencia dos que queriam atrasala o que queriam,upon learning of the last opinions of the deputy for a moment i wondered and the same person yes and think of the reform of the social security and indispensable and should happen more or less days we will see the inconsistency of those who wanted to delay what they wanted,0.1277777777777778
pela aprovacao da reforma da previdencia crucial para o equilibrio fiscal,for the approval of the crucial security reform for fiscal balance,0.0
o governo quer aprovar a reforma da previdencia virgula o brasil e a maioria dos brasileiros percebem a necessidade da aprovacao com a palavra os congressistas eleitos pelo povo principalmente os novatos mas todos deverao ser cobrados sobre o seu posicionamento aprovacao ja,the government wants to approve the reform of social security virgula brazil and most brazilians realize the need for approval with the word the congressmen elected by the people especially the novices but all should be charged on their position approval ja,0.18333333333333335
reforma da previdencia que e bom nada ne e o cargo de vereador esta honrando todos os dias o mandato pergunta seria,reform of the forecast that is good nothing ne and the position of councilor is honoring every day the mandate would be,0.7
o judiciario na suecia vamos compartilhar esse video para nossos juizes verem o que e moralidade reformadeumtrilhao judiciario verao reformadaprevidencia trilhaosemprivilegios,the judicial in suecia we will share this video for our judges to see what morality reform of the judicial trumps verao reformed previews,0.0
a pec do teto em vigor ja e um corte na carne do governo reforma da previdencia e mais urgente que a reforma tributaria que tambem e necessaria e vira em seguida,the ceiling pec is already a cut in the meat of the government reform of social security and more urgent than the tax reform that also needs and then becomes,0.26666666666666666
senadoaproveareforma o brasil precisa voltar a crescer e a reforma da previdencia e um ponto chave essencial para que isso comece acontecer entao sem mais delongas aprovem logo essa reforma senhores senadores,senadoaproveareform brazil needs to grow again and the reform of social security and an essential key point for this to begin to happen so without further ado approve this reform senators reform,0.008333333333333333
desejamos que o sr senador esteja lutando pela aprovacao da reforma da previdencia senadoaproveareforma,we wish mr senator to be fighting for the approval of the senate previdencia reform of provereforma,0.0
jandirafeghali nao querida arrependimento zero viva esse governo governo bolsonaro excelente nao tem toma la da ca pt e afins destruiram o pais pt destruiu o brasil anos de governo e brasil quebrado viva a reforma da previdencia viva a politica nova,jandirafeghali not dear regret zero viva this government bolsonaro excellent has no one of the ca pt and the like destroyed the pt country destroyed brazil years of government and broken brazil alive the reform of social security living the new policy,0.17393939393939392
deus queira que o relator samuel moreira nao se renda ao socialismo fabiano queremos a reforma do guedes e nao a do temer guedes diz que deputados abortaram a reforma da previdencia,god wants the rapporteur samuel moreira not to surrender to fabian socialism we want the reform of guedes and not that of temer guedes says that deputies aborted the reform of the prevention,0.2
davialcolumbre esta postergando a reforma da previdencia para satisfazer os mais mesquinhos interesses politicos ele nao esta nem ai para os milhoes de desempregados que querem ver o brasil crescendo e gerando emprego e renda novamente previdenciaoumorte,davialcolumbre is postponing the reform of social security to satisfy the most petty political interests it is not even there for the millions of unemployed people who want to see brazil growing and generating jobs and income previdencia and moving,0.17777777777777778
espero que estar reforma da previdencia pase logo para o brasil voltar a crescer,i hope to be reform of social security pase soon for brazil to grow again,0.03333333333333333
parabens ao brasileiros de bem que sairam do descanso merecido apos semana de trabalho para apoiar bolsonaro moro e a reforma da previdencia,congratulations to the well known brazilians who left the deserved rest after work week to support bolsonaro moro and the reform of social security,0.016666666666666666
nao recebi a convocacao mas vou mesmo assim pela mpvotonominalja reformadaprevidencia do paulo guedes pacoteanticrime do moro cpidalavatoga diaeuvou,i did not receive the summons but i will still go to the mpvotonominalja reformed the prevalence of paulo guedes package of moro cpidalavatoga,0.0
muito bem capitao a extrema imprensa faz muito barulho para desviar o foco do que e importante reforma da previdencia e projeto anti crime brasil em frente direitaumtimeso,very well captain the extreme press makes a lot of noise to divert the focus of what is important reform of social security and anti crime project brazil in front of the right,0.15880952380952382
senhor deputado cobra do rodrigo maia a liberacao e desengavetamento dos projetos do governo lei anti crime reforma da previdencia e cpi lava toga,mr cobra of rodrigo maia the release and disappointment of the government projects anti crime law social security reform and cpi lava toga,-0.2833333333333333
mas a culpa e sua e do centrao q se aliaram e nao colocam em pauta a reforma da previdencia q voces bem sabem ira tirar o brasil do caos economico fruto do desgoverno petista ajude ao brasilpense nos brasileiros desempregados q voce nao esta ajudando com esse ato diaeuvou,but the guilt and its and the centers that have allied themselves and do not put the reform of the social security that you well know will take brazil out of the economy of the petista misfortune help brazil in unemployed brazilians that you are not helping with this act diaeuvouvou,0.03333333333333333
nossos congressistas oportunistas segurando a reforma da previdencia aos poucos vao conseguindo algumas coisas na base da pressao e o pais que se dane hienas,our opportunistic congressmen holding the social security reform gradually getting some things on the basis of the pressure and the country that dams hyenas,0.03333333333333333
uns dao valor a pacote anticrime e reforma da previdencia outros em controversias em trocas de mensagens no zap zap,some value to the anti criminal package and previdency reform others in controversies in messaging on zap zap,-0.4
pois e isdonque da esses governadores inescrupulosos querem boicotar a reforma da previdencia vao ter que arregar a reforma precisa sair,because and isdoncon of these unscrupulous governors want to boycott the reform of social security will have to roll up the reform needs to leave,0.03333333333333333
galera vou dar um conselho bem util vamos nas paginas das redes sociais dos nossos deputados federais e senadores mandar recados avisando que nao queremos a reforma da previdencia e que estamos de olhos bem abertos para o que eles estao votando para nossa populacao,guys i will give a very useful advice lets go to the pages of the social networks of our federal deputies and senators to send messages warning that we do not want the pension reform and that we are very open to what they are voting for our population,0.1411111111111111
os estados e o df fecharam consenso sobre a reforma tributaria todos eles excelente noticia simplesmente por dissipar a queda de braco que tivemos na reforma da previdencia a proposta que apoiam nao e a de guedes e a de appy capitaneada por maia bola esta com o congresso,the states and the df have closed consensus on tax reform all of them excellent news simply by dispelling the crash we had in the social security reform the proposal they support is not guedess and that of appy captained by maia bola is with congress,0.23333333333333334
vejo que a populacao compreende a necessidade da reformadaprevidencia deseja que o pais volte a crescer e reduza o desemprego sigo com meu ponto de vista a reforma e necessaria mas sou contrario a mudancas na aposentadoria rural no bpc e sou contra a capitalizacao,i see that the population comprises the need for reform,0.0
sim se encaixa e seria otimo mas o que temos para hoje e a reforma da previdencia pressao no senado o brasil precisa voltar a crescer bom dia senadoaprovareforma previdenciaoumorte,yes it fits and it would be great but what we have for today and the reform of the senate pressure in the senate brazil needs to grow back good morning senate senate previdencitythe master,0.5
olha o naipe de quem e contra a reforma da previdencia,look at the suit of whom it is against the reform of social security,0.03333333333333333
deus e justo ele sabe o quanto o brasil sofreu nessas gestoes anteriores nos iremos vencer reformadaprevidencia,god and righteous he knows how much brazil suffered in these previous gestations we will win reformed preview,0.2777777777777778
e contra a reforma da previdencia entao toma aqui uma aula gratis de economia,and against the reform of social security then take a free class of economics here,0.21666666666666667
dra eu vou pra defender a reforma da previdencia lei anti crime invadir o stf e invencao de quem esta com medo de bolsonaro se eleger em como bem alertou paulinho da forca,dr im going to defend the anti crime law reform invading the stf and invention of those who are afraid of bolsonaro get elected in how well warned paulinho da forca,-0.6
sera que a esquerda parara de viver na mentira do orcamento infinito sera que parara de se dedicar a defender a elite dos servidores publicos fingindo defender pobres e oprimidos pela reforma da previdencia ampla e profunda ja,it will be that the left had stopped living in the lie of infinite orcament will be that he had stopped dedicating himself to defending the elite of public servants pretending to defend poor and oppressed by the reform of wide and profound social security,-0.0638888888888889
que legal parabens mas agora partiu focar na reforma da previdencia apoiar diretamente bolsonaro,how cool congratulations but now it has set off to focus on the reform of social security support directly bolsonaro,0.1611111111111111
em apoio a lava jato contra o stf aprovacao da reforma da previdencia ja diapelobrasil,in support of lava jato against the stf approval of the diapelobrasil social security reform,0.03333333333333333
o maior anseio do povo e reforma da previdencia com economia de trilhao pacote anticrime do moro impeachment do gilmar nao coloque palavras na boca do povo preste atencao nos protesto senador e acorda por favor,the greatest yearning of the people and the reform of social security with the economy of track of the anticrime package of moro impeachment of gilmar does not put words in the mouth of the people pay attention to the protest senator and wake up please please,0.5166666666666667
sim mas o rodrigo maia que voce apoiou esta prejudicando o bolsonaro ja era para ter aprovado a medida provisoria da organizacao dos ministerios o pacote do moro e a reforma da previdencia ele esta do lado do central que quer acabar c o giverno,yes but rodrigo maia who supported this harming the bolsonaro was already to have approved the provisional measure of the organization of the ministerians the package of the moro and the reform of the social security is on the side of the central that wants to end the giverno,0.07777777777777778
segundo pesquisa ibope realizada entre os dias a de abril dos entrevistados ja concordam que e preciso fazer uma reforma da previdencia boraprevidenciar novaprevidencia,according to ibope survey conducted between the april days of respondents already agree that it is necessary to make a reform of the social security forprevidencing novaprevidencia,0.016666666666666666
departhurmaia este deputado disse que nunca recebeu um email de pessoas favoraveis a reforma da previdenciavamos encher a caixa postal dele,departmenturmaia this deputy said he never received an email from favorable people to reform the prevention of filling his mailbox,0.0
dia defenderemos defesa do pacote anticrime do min sergio moro coaf no ministerio da justica e seguranca publica defesa da reforma da previdencia e contra o centrao bolsonaronossopresidente,day we will defend of min sergio moro coaf anticrime package in the ministry of justice and safety publication defense of social security reform and against bolsonaronaronos president,0.03333333333333333
atentos votacao da reforma da previdencia em o turno pelo senado a analise da proposta esta marcada para amanha o texto precisa passar mais uma vez pela ccj antes de ir ao plenario da casa entao vamos ficar de olho e pressionar para que tudo de certo,attentive voting for social security reform in the senate shift the analysis of the proposal is scheduled for tomorrow the text needs to pass once again by the ccj before going to the plenary of the house so we will keep an eye and press so that all right,0.2396825396825397
vamos trabalhar pela reforma da previdencia e pela lei anticrime,we will work for the reform of social security and the anthrime law,0.03333333333333333
penso q o governo devia comecar uma forte agenda de privatizacoes desde que tenham um bom respaldo juridico os investidores viriam estamos perdendo tempo em esperar a reforma da previdencia ainda faltam votacoes,i think the government should start a strong privatization agenda as long as they have a good legal support the investors would be wasting time on waiting for social security reform still missing votes,0.18611111111111112
acho que caiu mesmo esses dias vi ele metendo o pau na reforma da previdencia e dizendo que so fez propaganda pq a emissora mandou mas e contra sendo contra e contra o brasil e contra o presidente canalha ja ja se filia ao dem pra concorrer a prefeitura de sp,i think it fell even these days i saw him getting the stick in the social security reform and saying that he only made advertising because the broadcaster sent but against and against brazil and against president scoundrel is already affiliated with dem to compete for the city of sp,0.016666666666666666
caro amigo josenunesdep pedimos seu apoio para aprovacao da reforma da previdencia estamos cientes da necessidade urgente dessa mudanca e do folego novo que conseguiremos para o brasil nao esqueceremos de seu apoio oureformaouquebra maria cristina,dear friend josenunedep we ask for your support to approve the social security reform we are aware of the urgent need for this change and the new breath that we will do for brazil we will not forget your support orreforma ordebra maria cristina,0.13989898989898988
a reforma da previdencia nao e milagre e claro mas pode ajudar a economia entao decidam de uma vez trabalhar ate os anos ou talvez nao ter emprego ate la,the reform of social security is not miracle and of course but it can help the economy so they decide at once to work until the years or maybe not have a job until there,0.03333333333333333
parabens a jovem pan por ser a a midia tradicional a apoiar abertamente a reforma da previdencia,congratulations to the young pan for being the traditional media to openly support the reform of social security,0.03333333333333333
reforma a previdencia nao pra vcs verem dps vao reclamar do governo q as coisas estao caras as contas aumentaramsem o caralho da reforma o pais quebra so falando assim pra vcs entenderem,reform the social security does not for you to see dps will complain about the government that things are expensive the accounts have increased the fucking reform the country breaks just talking like this for you to understand,-0.35555555555555557
qual o meu politico de estimacao me informe entao como cobrir o rombo da previdencia minha mae e professora do estado de minas gerais e esta sem receber e com salarios atrasados nao se pode gastar mais do que se ganha por isso sou a favor da reforma,what is my estimated policy inform me then how to cover the breakthrough of the foregoing my mother and teacher of the state of minas gerais and is not receiving and with late salary can not be spent more than you earn for that i am in favor of reform,0.033333333333333326
trago essa breve introducao para lembrar que antes do negacionismo infantil devemos sentar a mesa e negociar o que de fato esta em jogo a reforma da previdencia e o futuro do brasil o governo veio com tudo mas pelo menos veio na direcao certa,i bring this brief introduction to remember that before child negationism we must sit the table and negotiate what is actually at stake the reform of social security and the future of brazil the government came with everything but at least came in the right direction,0.0031746031746031724
amigos acredito que temos que focar para sermos efetivos as minhas prioridades que irei cobrar dos parlamentares sao pacote anticrime do moro reforma da previdencia cpi lavatoga voces concordam que estas sao as prioridades deputadosagoraecomvoces cpidalavatoga,friends i believe we have to focus on being effective my priorities that i will charge for parliamentarians are the anti criminal package of the moro social security reform cpi lavatoga you agree that these are the priorities deputies and the cpidalavatoga,0.07777777777777777
pensar que nao precisamos de reforma da previdencia e coisa de internacao p guedes,think that we do not need reform of the previdacy and thing of internation p guedes,0.0
apoiar reforma da previdencia e algo necessario junto da reforma tributaria porem nao e o pobre que tem que pagar a conta para manter militar funcionario publico e judiciario com aposentadoria integral,support reform of social security and something necessary with the tax reform but not the poor who has to pay the bill to keep a military employee and judicial with full retirement,-0.023333333333333338
a reforma da previdencia no caso que e a mais urgente esta sendo a provada dentro prazo do governo esta ocorrendo bem unico atraso foi na semana santa por causa do feriado resolveram deixar pra proxima semana,the reform of social security in the case that the most urgent is proven within the government is occurring very unique delay was holy week because of the holiday decided to leave for the next week,0.25520833333333337
